index,chrom,type_prot,start_chrom,end_chrom,gene_name,gene_biotype,gene_id,transcript_name,transcript_id,tss_id
51610,2L,UTR,10483295,10483357,Grip75,protein_coding,FBgn0026431,Grip75-RA,FBtr0080033,TSS9169
51627,2L,UTR,10485538,10485747,CG7456,protein_coding,FBgn0032258,CG7456-RA,FBtr0080038,TSS22425
51652,2L,UTR,10488694,10488958,CG6144,protein_coding,FBgn0032259,CG6144-RB,FBtr0100565,TSS8579
51670,2L,UTR,10489900,10490488,CG13144,protein_coding,FBgn0032260,CG13144-RA,FBtr0080037,TSS2448
51677,2L,UTR,10491814,10492330,Myo31DF,protein_coding,FBgn0086347,Myo31DF-RC,FBtr0304138,TSS9685
51746,2L,exon,10506301,10507015,CR44224,lincRNA,FBgn0265155,CR44224-RA,FBtr0337005,TSS6433
51752,2L,UTR,10507081,10507193,CG6094,protein_coding,FBgn0032261,CG6094-RB,FBtr0337004,TSS8606
51766,2L,UTR,10507859,10508086,CG7384,protein_coding,FBgn0032262,CG7384-RA,FBtr0080135,TSS7382
51783,2L,UTR,10510672,10511666,Fatp,protein_coding,FBgn0021953,Fatp-RB,FBtr0080134,TSS10942
51784,2L,UTR,10510672,10512608,CG45083,protein_coding,FBgn0266458,CG45083-RB,FBtr0344491,TSS10942
51876,2L,UTR,10517335,10517425,Lrr47,protein_coding,FBgn0010398,Lrr47-RA,FBtr0080092,TSS3637
51894,2L,UTR,10527572,10527789,Lip4,protein_coding,FBgn0032264,Lip4-RC,FBtr0331672,TSS9722
51935,2L,UTR,10531821,10531851,CG18301,protein_coding,FBgn0032265,CG18301-RA,FBtr0080094,TSS10464
51948,2L,UTR,10534322,10534972,CG18302,protein_coding,FBgn0032266,CG18302-RA,FBtr0080095,TSS9663
51959,2L,exon,10542860,10543522,CR44618,lincRNA,FBgn0265829,CR44618-RA,FBtr0342714,TSS752
51961,2L,UTR,10544883,10545403,Trim9,protein_coding,FBgn0051721,Trim9-RB,FBtr0304114,TSS11909
51971,2L,UTR,10567255,10567382,CG6138,protein_coding,FBgn0032268,CG6138-RA,FBtr0080098,TSS3801
51978,2L,UTR,10575860,10576427,w-cup,protein_coding,FBgn0032269,w-cup-RA,FBtr0080132,TSS19547
51996,2L,UTR,10579753,10579904,CG34160,protein_coding,FBgn0250826,CG34160-RA,FBtr0112351,TSS2513
52005,2L,UTR,10580957,10581090,CG34161,protein_coding,FBgn0085190,CG34161-RA,FBtr0112352,TSS8724
52082,2L,UTR,10629352,10629498,CG7329,protein_coding,FBgn0032271,CG7329-RA,FBtr0080131,TSS14181
52106,2L,exon,10638562,10639592,CR45351,lincRNA,FBgn0266891,CR45351-RA,FBtr0345756,TSS16969
52108,2L,UTR,10639931,10639945,CG31872,protein_coding,FBgn0051872,CG31872-RB,FBtr0345637,TSS1359
52134,2L,UTR,10643971,10643994,CG18284,protein_coding,FBgn0043825,CG18284-RC,FBtr0339130,TSS21971
52164,2L,UTR,10646415,10646434,CG17097,protein_coding,FBgn0265264,CG17097-RB,FBtr0080101,TSS11294
52179,2L,exon,10650857,10651016,CR44580,lincRNA,FBgn0265791,CR44580-RA,FBtr0342582,TSS11280
52182,2L,UTR,10651613,10652114,CG17098,protein_coding,FBgn0032276,CG17098-RA,FBtr0080103,TSS22863
52191,2L,exon,10657627,10658031,CR45692,lincRNA,FBgn0267256,CR45692-RA,FBtr0346469,TSS13108
52193,2L,UTR,10658281,10658357,CG45690,protein_coding,FBgn0267254,CG45690-RA,FBtr0346470,TSS5231
52200,2L,UTR,10662081,10662508,CG31871,protein_coding,FBgn0051871,CG31871-RA,FBtr0080104,TSS10832
52215,2L,UTR,10677198,10677464,CG17104,protein_coding,FBgn0040496,CG17104-RB,FBtr0336846,TSS16609
52246,2L,exon,10680151,10680480,CR44180,lincRNA,FBgn0265069,CR44180-RA,FBtr0336852,TSS9861
52248,2L,UTR,10681030,10681046,CG17105,protein_coding,FBgn0032280,CG17105-RA,FBtr0080106,TSS14987
52262,2L,UTR,10681902,10681990,CG17107,protein_coding,FBgn0032281,CG17107-RB,FBtr0336847,TSS7839
52283,2L,UTR,10683427,10683838,CG7299,protein_coding,FBgn0032282,CG7299-RC,FBtr0336851,TSS14095
52297,2L,UTR,10686124,10686461,CG7296,protein_coding,FBgn0032283,CG7296-RB,FBtr0336850,TSS19127
52311,2L,UTR,10688734,10688812,CG7294,protein_coding,FBgn0032284,CG7294-RA,FBtr0080128,TSS19638
52318,2L,UTR,10692940,10693031,CG17108,protein_coding,FBgn0032285,CG17108-RA,FBtr0080127,TSS13662
52325,2L,UTR,10695000,10695363,CG7300,protein_coding,FBgn0032286,CG7300-RD,FBtr0345617,TSS11902
52328,2L,exon,10695058,10698195,CR44181,lincRNA,FBgn0265070,CR44181-RA,FBtr0336849,TSS6175
52341,2L,UTR,10699408,10699587,Lip1,protein_coding,FBgn0023496,Lip1-RA,FBtr0080124,TSS23028
52371,2L,UTR,10701940,10702394,Lip2,protein_coding,FBgn0024740,Lip2-RB,FBtr0340247,TSS1442
52385,2L,UTR,10703621,10703633,CG6415,protein_coding,FBgn0032287,CG6415-RA,FBtr0080108,TSS6629
52412,2L,exon,10710101,10710733,CR44407,lincRNA,FBgn0265580,CR44407-RA,FBtr0340245,TSS5683
52414,2L,UTR,10724203,10724273,CG6431,protein_coding,FBgn0032289,CG6431-RC,FBtr0303568,TSS8899
52448,2L,UTR,10728978,10729102,CG6443,protein_coding,FBgn0032290,CG6443-RA,FBtr0080110,TSS3670
52459,2L,UTR,10730255,10730298,CG17118,protein_coding,FBgn0032291,CG17118-RA,FBtr0080111,TSS8615
52470,2L,UTR,10731400,10731530,CG6750,protein_coding,FBgn0032292,CG6750-RA,FBtr0080122,TSS8707
52479,2L,UTR,10732653,10732817,Dpy-30L1,protein_coding,FBgn0032293,Dpy-30L1-RA,FBtr0080112,TSS14740
52486,2L,UTR,10733293,10733343,Nup107,protein_coding,FBgn0027868,Nup107-RA,FBtr0080121,TSS4229
52495,2L,UTR,10736319,10736375,Vha16-5,protein_coding,FBgn0032294,Vha16-5-RA,FBtr0080120,TSS20566
52502,2L,UTR,10737345,10737767,CG12299,protein_coding,FBgn0032295,CG12299-RA,FBtr0080113,TSS14767
52511,2L,UTR,10740782,10740878,CG6729,protein_coding,FBgn0032296,CG6729-RA,FBtr0080119,TSS13218
52516,2L,exon,10741885,10741987,mir-4970,pre_miRNA,FBgn0263528,mir-4970-RM,FBtr0309610,TSS630
52528,2L,UTR,10744075,10745487,CG17124,protein_coding,FBgn0032297,CG17124-RB,FBtr0080118,TSS12224
52569,2L,UTR,10761116,10761505,CG6495,protein_coding,FBgn0027550,CG6495-RA,FBtr0080114,TSS22700
52586,2L,UTR,10765010,10766117,Ubc2,protein_coding,FBgn0015320,Ubc2-RC,FBtr0333492,TSS6751
52636,2L,UTR,10768234,10768286,CG6724,protein_coding,FBgn0032298,CG6724-RA,FBtr0080191,TSS2834
52662,2L,UTR,10770868,10770896,CG17127,protein_coding,FBgn0032299,CG17127-RB,FBtr0290229,TSS17933
52678,2L,UTR,10772038,10773034,CG31869,protein_coding,FBgn0051869,CG31869-RA,FBtr0080189,TSS1604
52719,2L,exon,10785503,10786173,CR44582,lincRNA,FBgn0265793,CR44582-RA,FBtr0342586,TSS18138
52731,2L,UTR,10790222,10790351,CG31870,protein_coding,FBgn0051870,CG31870-RD,FBtr0342583,TSS14562
52775,2L,exon,10801595,10802420,CR44581,lincRNA,FBgn0265792,CR44581-RA,FBtr0342585,TSS11814
52778,2L,UTR,10804274,10804518,Nos,protein_coding,FBgn0011676,Nos-RA,FBtr0080188,TSS1969
52851,2L,UTR,10819107,10819122,CG6508,protein_coding,FBgn0032303,CG6508-RA,FBtr0080139,TSS20200
52858,2L,UTR,10820705,10820732,CG17134,protein_coding,FBgn0032304,CG17134-RA,FBtr0080140,TSS80
52915,2L,UTR,10837732,10839315,CG6700,protein_coding,FBgn0032305,CG6700-RA,FBtr0080187,TSS5054
52937,2L,exon,10840345,10840476,mir-4987,pre_miRNA,FBgn0263560,mir-4987-RM,FBtr0309697,TSS20347
52955,2L,UTR,10843014,10843080,CG17140,protein_coding,FBgn0260453,CG17140-RA,FBtr0100837,TSS11036
52957,2L,UTR,10843014,10843381,CG17139,protein_coding,FBgn0260454,CG17139-RA,FBtr0100836,TSS11036
52996,2L,UTR,10845788,10845887,Porin2,protein_coding,FBgn0069354,Porin2-RB,FBtr0332030,TSS3263
53020,2L,UTR,10847227,10847867,porin,protein_coding,FBgn0004363,porin-RD,FBtr0305260,TSS8972
53074,2L,UTR,10850141,10850259,CG43129,protein_coding,FBgn0262599,CG43129-RE,FBtr0332027,TSS8779
53125,2L,UTR,10854435,10855186,Dnz1,protein_coding,FBgn0027453,Dnz1-RA,FBtr0080181,TSS9342
53136,2L,UTR,10856797,10856872,aurB,protein_coding,FBgn0024227,aurB-RA,FBtr0080180,TSS18127
53147,2L,UTR,10858536,10858834,Stam,protein_coding,FBgn0027363,Stam-RA,FBtr0080143,TSS10944
53160,2L,exon,10862194,10862734,CR43807,lincRNA,FBgn0264351,CR43807-RA,FBtr0332028,TSS2591
53164,2L,UTR,10870167,10870239,CG12517,protein_coding,FBgn0032311,CG12517-RA,FBtr0080144,TSS742
53171,2L,exon,10870867,10871133,CR45453,lincRNA,FBgn0267009,CR45453-RA,FBtr0345960,TSS14776
53173,2L,exon,10872014,10872384,CR45454,lincRNA,FBgn0267010,CR45454-RA,FBtr0345961,TSS10619
53175,2L,exon,10886454,10886483,CR44490,lincRNA,FBgn0265683,CR44490-RA,FBtr0340548,TSS1082
53178,2L,UTR,10887645,10888217,CG14071,protein_coding,FBgn0032312,CG14071-RB,FBtr0305259,TSS13320
53203,2L,exon,10894644,10895344,CR44491,lincRNA,FBgn0265684,CR44491-RA,FBtr0340559,TSS23067
53205,2L,UTR,10900501,10900883,CG14070,protein_coding,FBgn0032313,CG14070-RB,FBtr0340558,TSS14131
53223,2L,exon,10903731,10903959,CR45724,lincRNA,FBgn0267288,CR45724-RA,FBtr0346573,TSS11737
53225,2L,UTR,10906270,10906694,CG7309,protein_coding,FBgn0032314,CG7309-RC,FBtr0301184,TSS19362
53248,2L,UTR,10910051,10910229,CG14069,protein_coding,FBgn0032315,CG14069-RB,FBtr0340557,TSS1937
53262,2L,UTR,10917015,10917749,dpr2,protein_coding,FBgn0261871,dpr2-RF,FBtr0340553,TSS14533
53292,2L,UTR,10936662,10936713,CG14072,protein_coding,FBgn0032318,CG14072-RB,FBtr0306114,TSS11866
53327,2L,exon,10942358,10942949,CR44492,lincRNA,FBgn0265685,CR44492-RA,FBtr0340556,TSS5021
53329,2L,exon,10943272,10943622,CR44493,lincRNA,FBgn0265686,CR44493-RA,FBtr0340555,TSS19095
53343,2L,UTR,10964905,10965604,CG33129,protein_coding,FBgn0053129,CG33129-RB,FBtr0080171,TSS11958
53456,2L,UTR,10970443,10970553,YL-1,protein_coding,FBgn0032321,YL-1-RB,FBtr0340549,TSS6506
53482,2L,UTR,10972280,10972348,CG16743,protein_coding,FBgn0032322,CG16743-RB,FBtr0329948,TSS12469
53498,2L,UTR,10973443,10973535,abo,protein_coding,FBgn0000018,abo-RA,FBtr0080168,TSS22284
53507,2L,UTR,10975522,10975901,l(2)06225,protein_coding,FBgn0010612,l(2)06225-RD,FBtr0305994,TSS3556
53538,2L,UTR,10976772,10976968,SCAR,protein_coding,FBgn0041781,SCAR-RA,FBtr0080148,TSS17399
53638,2L,UTR,10982205,10982657,piwi,protein_coding,FBgn0004872,piwi-RA,FBtr0080166,TSS19885
53680,2L,UTR,10987806,10987834,CG12253,protein_coding,FBgn0026148,CG12253-RA,FBtr0080149,TSS701
53691,2L,UTR,10989401,10989590,CG16833,protein_coding,FBgn0026147,CG16833-RM,FBtr0304952,TSS9147
53953,2L,UTR,10997819,10997931,aub,protein_coding,FBgn0000146,aub-RC,FBtr0112793,TSS15314
53997,2L,UTR,11002072,11002082,lectin-33A,protein_coding,FBgn0040096,lectin-33A-RB,FBtr0113317,TSS16824
54006,2L,UTR,11002758,11002906,RpL9,protein_coding,FBgn0015756,RpL9-RC,FBtr0340226,TSS12665
54043,2L,UTR,11004820,11004979,Nup154,protein_coding,FBgn0021761,Nup154-RC,FBtr0340224,TSS14494
54130,2L,UTR,11009821,11009910,Art8,protein_coding,FBgn0032329,Art8-RA,FBtr0080162,TSS7967
54141,2L,exon,11011162,11012135,CR45778,lincRNA,FBgn0267425,CR45778-RA,FBtr0346761,TSS1198
54143,2L,UTR,11011312,11011379,dUTPase,protein_coding,FBgn0250837,dUTPase-RD,FBtr0331196,TSS22870
54177,2L,UTR,11013206,11014199,Samuel,protein_coding,FBgn0032330,Samuel-RB,FBtr0331197,TSS6388
54187,2L,UTR,11015620,11015644,Acp32CD,protein_coding,FBgn0023415,Acp32CD-RA,FBtr0080158,TSS18964
54205,2L,UTR,11016995,11017171,CG14913,protein_coding,FBgn0032331,CG14913-RB,FBtr0113035,TSS1251
54248,2L,UTR,11034795,11034851,CG18666,protein_coding,FBgn0040967,CG18666-RA,FBtr0080160,TSS19732
54287,2L,UTR,11071027,11071060,CG14915,protein_coding,FBgn0032335,CG14915-RA,FBtr0080193,TSS1685
54294,2L,exon,11074471,11074898,CR45725,lincRNA,FBgn0267289,CR45725-RA,FBtr0346574,TSS8727
54296,2L,UTR,11075513,11075547,CG43725,protein_coding,FBgn0263971,CG43725-RA,FBtr0329904,TSS11548
54303,2L,UTR,11076165,11076734,AstC,protein_coding,FBgn0032336,AstC-RA,FBtr0080234,TSS17229
54329,2L,UTR,11083459,11083786,AstCC,protein_coding,FBgn0032337,AstCC-RC,FBtr0343623,TSS15270
54355,2L,UTR,11086721,11087096,CG16854,protein_coding,FBgn0032338,CG16854-RD,FBtr0343621,TSS22999
54380,2L,UTR,11091444,11091566,CG4705,protein_coding,FBgn0032339,CG4705-RD,FBtr0343622,TSS3510
54414,2L,UTR,11095150,11095687,Ge-1,protein_coding,FBgn0032340,Ge-1-RB,FBtr0080232,TSS2256
54466,2L,UTR,11100963,11102626,Reps,protein_coding,FBgn0032341,Reps-RA,FBtr0080230,TSS19805
54502,2L,UTR,11106943,11107064,l(2)gd1,protein_coding,FBgn0261983,l(2)gd1-RA,FBtr0080197,TSS14327
54536,2L,UTR,11110557,11110841,CG6201,protein_coding,FBgn0032343,CG6201-RA,FBtr0080229,TSS22374
54549,2L,UTR,11114014,11114182,Gr32a,protein_coding,FBgn0041246,Gr32a-RA,FBtr0080198,TSS22156
54558,2L,UTR,11115635,11116135,CG6230,protein_coding,FBgn0027582,CG6230-RA,FBtr0080228,TSS20727
54581,2L,UTR,11120642,11120742,CG14921,protein_coding,FBgn0032345,CG14921-RA,FBtr0080227,TSS1207
54590,2L,UTR,11122574,11122801,Csl4,protein_coding,FBgn0032346,Csl4-RA,FBtr0080226,TSS15257
54599,2L,UTR,11123777,11123878,Nup160,protein_coding,FBgn0262647,Nup160-RA,FBtr0080199,TSS4658
54665,2L,UTR,11128932,11128990,RfC38,protein_coding,FBgn0028700,RfC38-RA,FBtr0080225,TSS11034
54683,2L,UTR,11130737,11130864,CG4751,protein_coding,FBgn0032348,CG4751-RA,FBtr0080200,TSS541
54700,2L,UTR,11136393,11136432,hgo,protein_coding,FBgn0040211,hgo-RA,FBtr0080201,TSS10971
54721,2L,UTR,11138759,11138800,Gyc32E,protein_coding,FBgn0010197,Gyc32E-RD,FBtr0343625,TSS17286
54862,2L,UTR,11144579,11144728,CG31867,protein_coding,FBgn0051867,CG31867-RA,FBtr0080224,TSS14812
54888,2L,UTR,11151506,11151670,CG6287,protein_coding,FBgn0032350,CG6287-RA,FBtr0080222,TSS7040
54905,2L,UTR,11156118,11159269,Ca-beta,protein_coding,FBgn0259822,Ca-beta-RJ,FBtr0306386,TSS7519
55124,2L,UTR,11171167,11171283,Vm32E,protein_coding,FBgn0014076,Vm32E-RB,FBtr0343618,TSS5837
55140,2L,UTR,11179032,11179231,CG4788,protein_coding,FBgn0032354,CG4788-RA,FBtr0080202,TSS8905
55158,2L,exon,11205528,11206092,CR43859,lincRNA,FBgn0264441,CR43859-RA,FBtr0332563,TSS23113
55160,2L,UTR,11210678,11210725,ab,protein_coding,FBgn0264442,ab-RB,FBtr0332557,TSS1409
55186,2L,exon,11234835,11234912,snoRNA:Me18S-G642,snoRNA,FBgn0086035,snoRNA:Me18S-G642-RA,FBtr0114311,TSS7043
55269,2L,UTR,11261026,11261307,cmet,protein_coding,FBgn0040232,cmet-RD,FBtr0332203,TSS15407
55381,2L,UTR,11269780,11269903,cana,protein_coding,FBgn0040233,cana-RA,FBtr0091678,TSS16324
55452,2L,UTR,11278021,11278112,CG33695,protein_coding,FBgn0052831,CG33695-RC,FBtr0091680,TSS15015
55498,2L,exon,11280057,11280577,CR44182,lincRNA,FBgn0265071,CR44182-RA,FBtr0336865,TSS7817
55500,2L,UTR,11280298,11280371,Ppt2,protein_coding,FBgn0032358,Ppt2-RA,FBtr0080212,TSS18722
55515,2L,UTR,11282090,11282179,mre11,protein_coding,FBgn0020270,mre11-RA,FBtr0080213,TSS7428
55530,2L,UTR,11284327,11284585,Osi21,protein_coding,FBgn0032359,Osi21-RA,FBtr0080214,TSS1049
55539,2L,exon,11290632,11291077,CR43409,lincRNA,FBgn0263328,CR43409-RA,FBtr0308751,TSS16167
55541,2L,exon,11307753,11308038,CR43721,lincRNA,FBgn0263874,CR43721-RA,FBtr0329848,TSS18348
55543,2L,exon,11318944,11319259,CR44583,lincRNA,FBgn0265794,CR44583-RA,FBtr0342587,TSS10096
55545,2L,exon,11331889,11332213,CR44584,lincRNA,FBgn0265795,CR44584-RA,FBtr0342590,TSS10800
55548,2L,exon,11338551,11338920,CR44585,lincRNA,FBgn0265796,CR44585-RA,FBtr0342589,TSS18998
55550,2L,UTR,11342301,11342478,CG14926,protein_coding,FBgn0032360,CG14926-RB,FBtr0345463,TSS18927
55589,2L,exon,11354001,11354329,CR44586,lincRNA,FBgn0265797,CR44586-RA,FBtr0342588,TSS17068
55591,2L,UTR,11358873,11359761,salr,protein_coding,FBgn0000287,salr-RC,FBtr0307093,TSS4225
55648,2L,exon,11387870,11391418,CR43681,lincRNA,FBgn0263764,CR43681-RD,FBtr0344212,TSS12231
55655,2L,UTR,11434311,11435894,salm,protein_coding,FBgn0261648,salm-RA,FBtr0089913,TSS5105
55681,2L,UTR,11484707,11485031,CG43355,protein_coding,FBgn0263087,CG43355-RC,FBtr0308135,TSS5119
55682,2L,UTR,11484707,11485031,sala,protein_coding,FBgn0003313,sala-RC,FBtr0308136,TSS5119
55725,2L,UTR,11496804,11496900,CG6488,protein_coding,FBgn0032361,CG6488-RA,FBtr0080248,TSS15534
55740,2L,UTR,11501715,11502122,spz4,protein_coding,FBgn0032362,spz4-RB,FBtr0305261,TSS16749
55751,2L,UTR,11508399,11509299,CG6509,protein_coding,FBgn0032363,CG6509-RD,FBtr0336631,TSS2711
55857,2L,UTR,11517391,11517491,CG4970,protein_coding,FBgn0032364,CG4970-RB,FBtr0080239,TSS1367
55870,2L,UTR,11519832,11519943,CG14929,protein_coding,FBgn0032365,CG14929-RA,FBtr0100456,TSS14456
55884,2L,UTR,11520358,11520450,CG14930,protein_coding,FBgn0032366,CG14930-RA,FBtr0080245,TSS2590
55895,2L,UTR,11521765,11521806,CG43153,protein_coding,FBgn0262683,CG43153-RA,FBtr0305602,TSS7528
55904,2L,UTR,11523021,11523549,CG31705,protein_coding,FBgn0028490,CG31705-RE,FBtr0345719,TSS14982
55939,2L,UTR,11529038,11529548,CG31706,protein_coding,FBgn0051706,CG31706-RB,FBtr0336629,TSS16074
55957,2L,UTR,11531820,11531880,CG34162,protein_coding,FBgn0085191,CG34162-RB,FBtr0302420,TSS12209
55964,2L,exon,11531966,11533194,CR42743,lincRNA,FBgn0261707,CR42743-RB,FBtr0303212,TSS18314
55979,2L,UTR,11536145,11536446,CG43438,protein_coding,FBgn0263386,CG43438-RA,FBtr0309073,TSS8533
55988,2L,exon,11548640,11549380,CR44494,lincRNA,FBgn0265687,CR44494-RA,FBtr0340564,TSS7706
55991,2L,exon,11561201,11561966,CR44495,lincRNA,FBgn0265688,CR44495-RA,FBtr0340561,TSS8192
55993,2L,UTR,11581937,11583102,kek2,protein_coding,FBgn0015400,kek2-RA,FBtr0080252,TSS7537
55996,2L,UTR,11585433,11585523,Mst33A,protein_coding,FBgn0028412,Mst33A-RC,FBtr0305324,TSS17436
56025,2L,exon,11588576,11589181,CR44496,lincRNA,FBgn0265689,CR44496-RA,FBtr0340562,TSS3591
56029,2L,UTR,11591339,11591524,Acp33A,protein_coding,FBgn0267327,Acp33A-RA,FBtr0080270,TSS19691
56038,2L,UTR,11610510,11610664,spag4,protein_coding,FBgn0032368,spag4-RB,FBtr0340563,TSS17138
56057,2L,UTR,11644619,11645206,CG6614,protein_coding,FBgn0032369,CG6614-RC,FBtr0340572,TSS6116
56114,2L,UTR,11651331,11651390,CG12307,protein_coding,FBgn0032370,CG12307-RA,FBtr0080266,TSS13015
56121,2L,UTR,11652448,11652569,CG4983,protein_coding,FBgn0032371,CG4983-RB,FBtr0340565,TSS9924
56139,2L,UTR,11657410,11657468,CG43167,protein_coding,FBgn0262786,CG43167-RA,FBtr0305896,TSS672
56146,2L,exon,11660292,11660937,CR44497,lincRNA,FBgn0265690,CR44497-RA,FBtr0340570,TSS3695
56148,2L,exon,11661690,11661941,CR44479,lincRNA,FBgn0265672,CR44479-RA,FBtr0340569,TSS7443
56150,2L,exon,11662002,11662404,CR44480,lincRNA,FBgn0265673,CR44480-RA,FBtr0340566,TSS15282
56153,2L,UTR,11663259,11663310,CG44477,protein_coding,FBgn0265670,CG44477-RA,FBtr0340567,TSS15002
56160,2L,exon,11665241,11665810,CR44481,lincRNA,FBgn0265674,CR44481-RA,FBtr0340568,TSS11134
56162,2L,UTR,11694804,11694879,CG4988,protein_coding,FBgn0032372,CG4988-RA,FBtr0080254,TSS20067
56171,2L,exon,11721286,11722098,CR44143,lincRNA,FBgn0264992,CR44143-RA,FBtr0335469,TSS9662
56173,2L,exon,11736402,11736801,CR44145,lincRNA,FBgn0264994,CR44145-RA,FBtr0335470,TSS14523
56176,2L,UTR,11738948,11739036,Vha100-5,protein_coding,FBgn0032373,Vha100-5-RA,FBtr0080255,TSS2795
56190,2L,exon,11743746,11744422,CR44144,lincRNA,FBgn0264993,CR44144-RA,FBtr0335477,TSS4060
56204,2L,UTR,11752973,11753198,CG42470,protein_coding,FBgn0259960,CG42470-RA,FBtr0300308,TSS17950
56213,2L,UTR,11753640,11753717,CG42471,protein_coding,FBgn0259961,CG42471-RA,FBtr0300307,TSS15648
56221,2L,UTR,11754085,11754138,Sfp33A1,protein_coding,FBgn0259962,Sfp33A1-RA,FBtr0300306,TSS2527
56230,2L,UTR,11788334,11788541,CG14931,protein_coding,FBgn0032374,CG14931-RC,FBtr0335472,TSS13507
56252,2L,UTR,11789919,11790003,CG14932,protein_coding,FBgn0032375,CG14932-RC,FBtr0300385,TSS8841
56286,2L,UTR,11791025,11791092,Tsp33B,protein_coding,FBgn0032376,Tsp33B-RA,FBtr0080265,TSS16844
56297,2L,UTR,11792412,11792630,CG14937,protein_coding,FBgn0032377,CG14937-RA,FBtr0080264,TSS815
56306,2L,UTR,11794327,11797124,crol,protein_coding,FBgn0020309,crol-RD,FBtr0080260,TSS19524
56365,2L,exon,11798105,11798195,snoRNA:Me18S-A934,snoRNA,FBgn0086036,snoRNA:Me18S-A934-RA,FBtr0114312,TSS4147
56487,2L,UTR,11810092,11811116,CycY,protein_coding,FBgn0032378,CycY-RB,FBtr0333425,TSS11487
56509,2L,UTR,11814156,11816557,Pde1c,protein_coding,FBgn0264815,Pde1c-RC,FBtr0334137,TSS1952
56594,2L,UTR,11827204,11827459,esc,protein_coding,FBgn0000588,esc-RA,FBtr0080325,TSS21779
56641,2L,UTR,11834086,11834138,CG45011,protein_coding,FBgn0266363,CG45011-RA,FBtr0344123,TSS1842
56655,2L,UTR,11834608,11834656,CG45012,protein_coding,FBgn0266364,CG45012-RA,FBtr0344125,TSS15296
56678,2L,exon,11835320,11835903,CR45013,lincRNA,FBgn0266365,CR45013-RA,FBtr0344126,TSS16884
56686,2L,exon,11836440,11836808,CR45014,lincRNA,FBgn0266366,CR45014-RA,FBtr0344130,TSS11601
56688,2L,UTR,11837243,11837258,Sfp33A4,protein_coding,FBgn0265349,Sfp33A4-RA,FBtr0301936,TSS19589
56695,2L,UTR,11837713,11837728,Sfp33A2,protein_coding,FBgn0259963,Sfp33A2-RA,FBtr0300309,TSS13645
56718,2L,exon,11839298,11839660,CR43937,lincRNA,FBgn0264565,CR43937-RA,FBtr0333424,TSS6640
56720,2L,UTR,11839912,11839934,Sfp33A3,protein_coding,FBgn0259964,Sfp33A3-RA,FBtr0300310,TSS22308
56727,2L,exon,11840455,11840839,CR43936,lincRNA,FBgn0264564,CR43936-RC,FBtr0344129,TSS6625
56731,2L,UTR,11840691,11840711,CG31704,protein_coding,FBgn0051704,CG31704-RA,FBtr0080273,TSS7065
56746,2L,UTR,11841502,11841957,CG44008,protein_coding,FBgn0264750,CG44008-RA,FBtr0334143,TSS8138
56760,2L,UTR,11842828,11843225,CG14933,protein_coding,FBgn0040968,CG14933-RC,FBtr0344127,TSS6792
56764,2L,UTR,11843137,11843752,CG42486,protein_coding,FBgn0259989,CG42486-RA,FBtr0300437,TSS21772
56788,2L,UTR,11847226,11847230,Mal-B1,protein_coding,FBgn0032381,Mal-B1-RA,FBtr0080275,TSS5895
56799,2L,UTR,11849958,11850048,Mal-B2,protein_coding,FBgn0032382,Mal-B2-RA,FBtr0080276,TSS9305
56846,2L,UTR,11853430,11853512,CG42751,protein_coding,FBgn0261805,CG42751-RA,FBtr0303281,TSS3024
56893,2L,CDS,11934505,11935226,Or33a,protein_coding,FBgn0026392,Or33a-RA,FBtr0080278,TSS1424
56900,2L,CDS,11936181,11936908,Or33b,protein_coding,FBgn0026391,Or33b-RA,FBtr0080279,TSS22759
56907,2L,CDS,11937969,11938699,Or33c,protein_coding,FBgn0026390,Or33c-RA,FBtr0080280,TSS7630
56914,2L,UTR,11944129,11944234,Cry,protein_coding,FBgn0005664,Cry-RA,FBtr0080281,TSS5829
56932,2L,UTR,11947941,11948034,CG16964,protein_coding,FBgn0032385,CG16964-RB,FBtr0342579,TSS11695
56950,2L,exon,11952200,11962067,CR43314,lincRNA,FBgn0263019,CR43314-RD,FBtr0306899,TSS4174
56952,2L,exon,11953410,11953503,bft,pre_miRNA,FBgn0263107,bft-RM,FBtr0304300,TSS1155
56964,2L,UTR,11981591,11981631,CG16965,protein_coding,FBgn0032387,CG16965-RC,FBtr0310149,TSS7444
56979,2L,UTR,11984327,11984506,CG6686,protein_coding,FBgn0032388,CG6686-RA,FBtr0089572,TSS936
57036,2L,UTR,11988270,11988317,CG34163,protein_coding,FBgn0085192,CG34163-RB,FBtr0310150,TSS19308
57054,2L,UTR,11988735,11989062,zuc,protein_coding,FBgn0261266,zuc-RA,FBtr0080316,TSS14920
57061,2L,UTR,11989936,11990023,dgt2,protein_coding,FBgn0032390,dgt2-RB,FBtr0342580,TSS13199
57079,2L,UTR,11990927,11990972,escl,protein_coding,FBgn0032391,escl-RC,FBtr0342581,TSS19853
57101,2L,UTR,11992902,11992992,Ada1-2,protein_coding,FBgn0051866,Ada1-2-RA,FBtr0080287,TSS20498
57110,2L,UTR,11993989,11994065,CG18789,protein_coding,FBgn0042127,CG18789-RA,FBtr0080315,TSS19040
57119,2L,UTR,11995740,11995813,Qtzl,protein_coding,FBgn0051864,Qtzl-RA,FBtr0080288,TSS8062
